	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L1_CD49a	L2_CD49a	L3_CD49a
Ddx28	641	412	401	1165	970	749	759	735	400	1121	1288	1157
Ddx31	1192	1503	1126	1672	1500	1094	1219	1333	1289	1361	1221	1269
Ddx39	4633	5894	5041	5442	4251	3717	5480	6475	4516	5372	5034	4911
Ddx39b	5807	7449	4692	5092	4272	3241	5622	8254	4470	3944	4705	3979
Ddx3x	8342	6409	9531	9112	8372	9577	8035	6044	8990	6922	6764	8470
Ddx3y	4161	4943	3516	5076	5365	4770	4526	4733	3931	4864	4547	4696
Ddx4	0	3	0	0	0	3	0	0	0	3	0	0
Ddx41	4095	4381	4241	5601	4518	3585	3913	4080	3113	4214	3657	3207
Ddx42	5863	5253	5510	5544	5599	5005	5153	6287	4339	5583	4176	4521
Ddx43	147	93	152	69	83	52	228	181	201	185	131	116
Ddx46	6912	6097	6125	5801	5872	4457	6119	5375	4656	5487	5415	5267
Ddx47	5205	4767	4672	4770	3788	3633	5504	4364	4473	4295	4309	4089
Ddx49	1563	1342	1595	1169	1030	890	1584	1264	1447	1072	1229	1130
Ddx5	56496	41694	48434	47900	43393	36007	51158	38695	45604	29496	40701	40128
Ddx50	4122	4243	4658	4255	4150	3723	4200	4061	3660	3448	3950	3493
Ddx51	1700	1513	1278	1497	1383	1228	1617	1593	1225	1593	1082	997
Ddx52	2921	2818	2686	3116	2718	2392	3321	2659	2466	2862	2921	2928
Ddx54	5638	5729	6076	4899	4626	4184	5374	6433	4891	4459	5181	4623
Ddx55	795	1182	975	1091	1082	747	867	1693	700	1004	960	802
Ddx56	2780	2876	2476	2353	1956	1647	2722	2593	2128	2235	1958	2170
Ddx58	4753	6478	3835	5008	4386	3449	4433	4842	4048	3909	4307	2893
Ddx59	421	426	301	468	377	374	556	404	313	514	530	478
Ddx6	3985	2962	3543	3487	2761	2684	4561	2589	3657	3648	2793	3111
Ddx60	986	1420	1183	699	817	671	815	746	861	669	482	497
Deaf1	1248	921	1221	1263	1007	1044	1069	1022	735	1254	1126	1118
Decr1	243	213	114	303	283	219	216	201	191	272	306	231
Decr2	643	645	399	870	627	514	664	561	420	432	508	453
Dedd	172	172	94	192	187	145	135	211	115	228	155	137
Dedd2	4339	4733	4224	4322	4003	2966	3993	3987	3355	3210	3894	3455
Def6	5969	6838	5755	7230	6562	5173	6699	7560	4440	6501	6631	6020
Def8	988	704	560	867	816	623	812	675	564	741	582	860
Defa-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps14	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps15	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps16	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps17	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps18	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Defa17	0	0	0	0	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	0	0	0	0
Defa21	0	0	0	0	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0	0	0	0	0
Defa25	0	0	0	0	0	0	0	0	0	0	0	0
Defa26	0	0	0	0	0	0	0	0	0	0	0	0
Defa27	0	0	0	0	0	0	0	0	0	0	0	0
Defa28	0	0	0	0	0	0	0	0	0	0	0	0
Defa29	0	0	0	0	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0	0	0	0	0
Defa30	0	0	0	0	0	0	0	0	0	0	0	0
Defa31	0	0	0	0	0	0	0	0	0	0	0	0
Defa32	0	0	0	0	0	0	0	0	0	0	0	0
Defa33	0	0	0	0	0	0	0	0	0	0	0	0
Defa34	0	0	0	0	0	0	0	0	0	0	0	0
Defa35	0	0	0	0	0	0	0	0	0	0	0	0
Defa36	0	0	0	0	0	0	0	0	0	0	0	0
Defa37	0	0	0	0	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	0	0	6	0	0	0
Defb10	0	0	0	0	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0	0	0	0	0
Defb19	0	0	0	0	0	0	0	0	0	0	0	0
Defb2	0	1	0	0	0	0	0	0	0	0	0	0
Defb20	0	0	0	0	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0	0	0	0	0
Defb22	0	0	0	0	0	0	0	0	0	0	0	0
Defb23	0	0	0	0	0	0	0	0	0	0	0	0
Defb25	0	0	0	0	0	0	0	0	0	0	0	0
Defb26	0	0	0	0	0	0	0	0	0	0	0	0
Defb28	0	0	0	0	0	0	0	0	0	0	0	0
Defb29	0	0	0	0	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0	0	0	0	0
Defb30	0	0	0	0	0	0	0	0	0	0	0	0
Defb33	0	0	0	0	0	0	0	0	0	0	0	0
Defb34	0	0	0	0	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0	0	0	0	0
Defb36	0	0	0	0	0	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0	0	0	0	0
Defb38	1	0	0	0	0	0	0	0	0	0	0	0
Defb39	0	0	0	0	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	0	0	0	0	0
Defb40	1	0	0	2	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0	0	0	0	0	0
Defb48	0	1	0	0	0	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	3758	2940	2416	6150	5179	3687	3468	2501	2571	4401	4998	4326
Degs2	57	52	47	10	29	9	69	45	49	41	16	8
Dek	4464	4494	4327	5033	5223	3963	4300	3672	3507	4435	4941	5021
Dele1	336	402	293	475	390	325	343	374	232	330	287	297
Dennd1a	1361	1161	942	977	1038	979	1091	1418	1130	1112	971	1065
Dennd1b	1623	1395	1581	1807	2134	2397	1611	1915	1475	2445	1741	1892
Dennd1c	7286	7543	7038	9280	8214	6519	6707	7114	5486	6977	5243	4877
Dennd2a	0	0	0	15	0	2	0	0	0	21	6	15
Dennd2c	84	93	187	36	67	48	101	106	46	50	22	53
Dennd2d	7614	8813	6433	2574	2943	2067	7431	6895	6182	3228	2296	2165
Dennd3	719	314	525	1172	931	854	465	551	365	880	710	523
Dennd4a	2521	1525	5190	10835	11074	13491	3569	2176	4156	9653	5243	7322
Dennd4b	3020	3693	2427	2934	2674	2425	2843	3540	2200	2534	2442	2362
Dennd4c	1738	1029	1114	5238	5725	5007	2596	1746	1971	5755	4556	4374
Dennd5a	1833	884	746	4707	3907	3053	1458	931	897	3226	2897	2748
Dennd5b	21	0	0	5	0	0	0	5	2	17	1	1
Dennd6a	1041	1029	1025	788	829	684	877	1256	697	824	754	664
Dennd6b	1869	1535	1962	1856	1733	1092	1639	1557	1415	1612	744	809
Denr	2284	2559	2474	3052	2512	2125	2149	2538	2072	2285	2641	2672
Depdc1a	4	46	3	22	26	13	17	18	8	15	18	31
Depdc1b	304	391	239	42	64	30	251	404	178	85	118	77
Depdc5	759	799	781	1022	801	844	765	463	694	950	507	626
Depdc7	3	2	0	10	3	1	3	2	6	1	1	0
Depp1	24	0	0	2	7	0	5	0	2	12	0	0
Deptor	41	12	0	147	50	39	71	31	7	35	7	12
Dera	1694	1840	1511	1485	1277	1221	1828	2725	1385	1600	1618	1507
Derl1	4982	4655	4143	5865	4778	4488	5319	4734	4311	4980	5327	5009
Derl2	1723	1696	1498	2709	2241	1808	1918	1807	1586	2538	2487	2046
Derl3	3	11	6	32	23	12	1	5	14	27	19	25
Des	0	0	0	9	1	0	0	0	0	0	0	0
Desi1	751	976	712	1322	1198	978	1285	1292	683	1011	1173	850
Desi2	1194	1089	1095	1045	1049	979	1134	1268	987	1064	1076	1058
Det1	784	958	598	542	488	407	766	1097	599	543	648	513
Deup1	35	0	0	0	0	0	16	1	0	0	0	0
Dexi	979	771	914	925	818	662	808	782	609	843	696	602
Dffa	1137	1255	870	1313	1355	990	1357	1345	830	1205	1174	1242
Dffb	1040	1054	751	811	656	611	952	953	732	963	767	854
Dgat1	3643	2633	5958	6043	5587	9137	3748	2898	4852	5728	3326	4940
Dgat2	461	91	128	527	86	86	93	174	86	320	148	88
Dgat2l6	0	0	0	4	0	1	0	0	0	8	0	0
Dgcr2	1493	1710	1432	1714	1541	1355	1627	1794	1386	1493	1488	1169
Dgcr6	172	240	148	150	120	78	303	371	98	105	97	55
Dgcr8	1005	978	715	1372	1346	950	905	967	660	1081	1244	911
Dgka	40166	39608	34886	12229	12190	9751	34078	29830	28729	15153	14765	13146
Dgkb	0	0	0	1	0	0	0	0	0	0	0	0
Dgkd	8721	7949	6389	8020	6906	6503	9346	12355	7997	5485	5798	4356
Dgke	721	527	804	871	1033	878	1186	1184	727	876	684	663
Dgkeos	9	6	11	0	9	3	193	92	1	6	24	1
Dgkg	57	30	11	83	1	0	140	161	7	10	16	0
Dgkh	355	286	384	1264	1172	1038	632	433	338	1669	1364	1210
Dgki	0	0	0	0	0	0	2	0	0	2	0	0
Dgkk	0	0	3	0	0	0	0	0	0	0	0	0
Dgkq	1114	731	800	1094	928	854	1004	726	727	874	665	548
Dgkz	15509	13345	11102	9215	8438	7291	15368	18736	11630	8484	10114	9016
Dglucy	1051	815	783	266	268	227	827	731	685	277	228	251
Dguok	1549	1639	1242	1691	1412	1126	2045	1764	1218	1587	1378	1261
Dhcr24	113	102	112	343	170	193	131	93	54	50	177	312
Dhcr7	1186	1053	621	1533	1141	880	1000	1932	652	874	987	850
Dhdds	903	972	668	1146	1064	865	729	938	605	906	1084	832
Dhdh	13	14	1	6	0	11	0	7	17	10	12	5
Dhfr	134	253	150	88	109	72	183	142	114	90	142	99
Dhh	8	0	0	0	0	0	0	0	0	3	0	0
Dhodh	1232	1369	1062	1289	1114	748	1051	1258	928	1117	889	873
Dhps	1043	1167	1095	1171	1014	958	1075	1136	1035	1144	965	1033
Dhrs1	635	513	351	813	657	434	773	501	475	599	765	571
Dhrs11	267	249	374	715	655	496	413	313	336	522	336	472
Dhrs13	64	96	86	238	157	134	120	118	90	181	209	135
Dhrs13os	1	5	0	0	4	12	6	5	2	1	7	5
Dhrs2	0	0	0	0	0	0	4	0	0	0	0	0
Dhrs3	333	33	27	297	61	56	194	226	34	208	143	132
Dhrs4	699	625	584	452	454	336	541	711	499	458	553	454
Dhrs7	2130	1580	1357	3190	2479	1615	1970	1143	1266	2818	2433	2160
Dhrs7b	776	898	777	1015	922	591	847	1048	621	777	1080	599
Dhrs7c	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs9	240	9	0	355	33	6	198	72	0	232	48	11
Dhtkd1	5	0	1	0	3	4	0	0	0	1	0	0
Dhx15	6582	5825	5083	6334	6280	5244	5082	6055	5140	5361	5419	5282
Dhx16	4805	5323	4178	5852	5201	4527	5611	5219	3825	5034	5451	4511
Dhx29	1338	1587	1301	2003	2490	1768	1937	1792	1472	1923	1960	1850
Dhx30	6253	6770	5338	6886	6452	4917	5969	6869	5326	6020	5981	5316
Dhx32	1806	1425	1058	1880	1843	1315	1628	1724	1230	1524	1555	1330
Dhx33	1770	1696	1457	1481	1175	1212	1640	1219	1534	1624	1386	1262
Dhx34	1534	1878	1829	1985	1761	1215	2176	2134	1343	1514	1549	1414
Dhx35	766	669	799	786	832	786	780	737	639	766	776	717
Dhx36	2208	2198	2618	2148	2316	2239	2098	2312	1801	2196	1485	1456
Dhx37	1419	1583	881	1201	1002	875	1185	1324	972	757	1178	1003
Dhx38	4566	3589	3955	4468	3493	3394	4309	4040	3596	3898	3561	3723
Dhx40	2110	1239	1472	2153	1653	1768	1650	1416	1461	1864	1635	1686
Dhx57	1173	1075	952	1326	1367	1146	1495	1476	660	1216	942	1060
Dhx58	658	1214	440	877	818	635	662	657	376	578	705	653
Dhx58os	1	2	0	2	2	1	2	0	3	0	0	0
Dhx8	4550	4007	3623	4761	4556	3530	4377	5486	2976	4403	4528	4117
Dhx9	1790	1864	2698	1316	1249	1560	1668	2129	2218	1629	1371	1710
Diablo	498	510	554	527	469	499	453	420	334	489	374	367
Diaph1	2173	2263	3164	3118	3213	2652	1701	1898	1734	2084	2099	2251
Diaph2	915	668	717	1390	1256	1430	732	675	706	1358	994	1102
Diaph3	37	137	80	150	210	144	72	91	46	85	145	77
Dicer1	2357	1747	2544	2691	2403	2291	2161	1920	2110	2828	1977	2310
Dido1	1742	1691	1132	2077	2487	2094	1452	1459	1334	2233	1870	1436
Diexf	296	265	325	201	268	190	281	352	126	302	189	214
Dimt1	747	804	603	748	592	523	643	707	612	708	538	499
Dio1	0	0	0	4	0	0	0	0	0	0	0	0
Dio2	0	11	2	0	0	2	0	1	2	12	0	0
Dio3	0	0	0	0	0	0	0	0	0	0	0	0
Dio3os	0	0	0	0	5	0	0	0	0	0	0	0
Dip2a	217	103	91	859	1010	682	264	281	123	648	546	604
Dip2b	3354	2334	3839	2604	2311	3142	2954	2494	2862	2930	2225	1914
Dip2c	160	94	89	54	32	20	30	111	64	9	65	28
Dipk1a	1858	1677	1363	1980	1428	1289	1631	1257	1576	1878	1532	1406
Dipk1b	15	10	18	113	66	59	43	62	23	93	40	55
Dipk1c	0	0	0	0	0	0	0	0	0	0	0	0
Dipk2a	1342	977	1215	2619	2675	2849	1943	2748	1328	2487	2362	2901
Dipk2b	0	0	0	7	0	0	0	0	0	0	0	0
Diras1	0	0	0	0	0	1	0	0	0	0	0	0
Diras2	5	0	0	4	0	0	5	17	0	4	1	0
Dis3	1436	1604	1174	1304	1076	963	1527	1556	1143	1124	1082	905
Dis3l	1010	1079	893	1565	1569	1247	1144	945	730	1453	1364	1175
Dis3l2	1365	1325	1511	1332	1296	1093	1385	1316	1243	1123	1282	1049
Disc1	57	121	85	123	139	133	163	143	196	155	140	142
Disp1	1017	843	784	833	737	628	838	857	642	888	745	753
Disp2	21	0	0	22	2	0	0	4	0	7	1	0
Disp3	0	0	0	0	0	0	0	0	0	0	0	0
Dixdc1	0	0	0	12	2	7	17	1	0	19	29	36
Dkc1	3348	3960	2783	1896	2018	1429	3272	3587	2735	1970	2428	1820
Dkk1	0	0	0	0	0	0	0	0	0	0	0	0
Dkk2	0	0	0	1	1	0	0	0	0	0	0	0
Dkk3	11	0	4	13	6	10	0	13	2	32	4	19
Dkk4	0	0	1	0	1	2	0	0	0	0	0	0
Dkkl1	25	11	28	2257	1565	1310	136	22	64	1337	1278	1271
Dlat	1908	1639	992	2562	1896	1560	1911	1923	1293	2132	2220	1949
Dlc1	0	1	4	3	0	9	2	19	0	8	10	7
Dld	3782	3672	3529	4185	3815	3454	3821	3736	3453	3925	3500	3912
Dlec1	0	18	0	38	23	22	46	0	0	11	3	23
Dleu2	198	265	396	326	266	215	206	389	236	309	325	270
Dleu7	5	7	8	19	8	7	30	56	6	1	9	5
Dlg1	2489	1804	1462	2545	2174	2049	2272	2179	1765	2104	1834	1850
Dlg2	0	2	8	23	17	18	15	0	5	41	22	37
Dlg3	511	533	248	192	204	141	271	550	126	188	219	99
Dlg4	118	199	264	41	19	22	102	507	128	54	62	25
Dlg5	56	8	25	30	101	44	212	99	154	80	120	51
Dlgap1	0	0	4	2	1	1	0	5	4	12	5	8
Dlgap2	0	0	0	0	0	0	0	0	0	0	0	0
Dlgap3	2	0	0	12	4	0	0	0	1	1	2	12
Dlgap4	3130	2861	2791	3224	2992	2196	2993	2842	2210	2508	2557	2614
Dlgap5	130	319	175	150	136	158	300	265	139	130	202	116
Dlk1	1	0	3	0	4	0	0	0	1	0	0	0
Dlk2	9	5	11	3	4	7	10	0	16	7	4	5
Dll1	0	0	0	67	21	33	20	35	11	29	21	27
Dll3	0	0	4	0	0	1	0	0	0	4	2	0
Dll4	11	0	0	31	19	5	0	21	2	18	21	1
Dlst	3822	3848	4220	3808	3524	2984	3968	3891	3144	2973	3133	2955
Dlx1	5	11	0	0	0	0	0	18	0	0	0	0
Dlx1as	0	2	4	3	3	12	10	7	11	11	3	0
Dlx2	22	4	4	5	0	11	3	16	7	12	5	3
Dlx3	0	0	0	0	2	0	0	0	0	0	0	0
Dlx4	0	0	0	0	0	0	0	0	0	0	0	0
Dlx4os	0	2	0	0	0	0	0	0	0	0	0	0
Dlx5	0	0	0	0	0	0	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0	0	0	1	0	0	0
Dlx6os1	0	0	0	0	0	0	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0	0	0	0	0	0	0
Dmac1	579	936	538	605	382	324	615	836	396	366	485	363
Dmac2	1903	1407	1555	1478	1452	993	1700	1299	1259	1464	1395	1259
Dmac2l	202	274	219	533	427	270	261	228	198	494	217	258
Dmap1	1018	1023	1076	1260	1138	842	1220	1422	703	1027	889	904
Dmbt1	77	74	25	0	0	0	68	16	69	6	0	0
Dmbx1	0	0	0	0	0	0	0	0	0	0	0	0
Dmc1	0	0	12	0	0	0	0	0	0	4	0	0
Dmd	6	0	0	19	2	14	6	67	15	38	22	5
Dmgdh	0	0	0	0	0	1	0	0	0	0	0	0
Dmkn	0	0	0	5	0	0	0	0	4	7	0	0
Dmp1	0	0	0	0	0	0	0	0	0	0	0	0
Dmpk	0	0	0	5	6	4	0	8	1	0	0	0
Dmrt1	0	0	0	0	0	0	0	0	0	0	0	0
Dmrt1i	0	0	0	0	0	0	0	0	0	0	0	0
Dmrt2	40	1	12	50	37	40	0	1	4	21	30	38
Dmrt3	0	0	0	2	10	0	0	0	0	0	1	0
Dmrta1	87	1	174	334	287	448	741	372	490	934	756	916
Dmrta2	0	0	1	0	2	2	2	3	0	0	0	0
Dmrta2os	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtb1	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1a	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0	0	0	0	0
Dmrtc2	1	1	0	0	0	0	0	0	0	0	0	0
Dmtf1	3895	3188	3111	3805	3974	3259	3692	3733	2990	4203	2473	2364
Dmtn	13	0	1	6	7	9	3	20	5	6	0	3
Dmwd	8	8	12	41	37	17	151	910	7	23	22	10
Dmxl1	1654	1247	1214	1515	1687	2045	1389	1151	1370	1679	1095	1246
Dmxl2	184	20	0	202	11	19	54	18	0	164	17	0
Dna2	118	63	45	214	123	57	135	138	57	165	73	83
Dnaaf1	0	2	0	2	0	0	7	20	0	3	7	0
Dnaaf2	157	119	98	147	118	118	156	102	115	139	174	156
Dnaaf3	11	10	7	14	5	1	10	5	13	10	4	7
Dnaaf4	0	0	0	1	0	0	0	0	0	2	0	0
Dnaaf5	1662	1540	1093	1099	1086	806	1894	1710	1387	1319	1228	940
Dnah1	11	3	13	16	7	4	0	4	21	3	7	12
Dnah10	2	9	41	8	15	17	0	3	5	12	6	6
Dnah11	37	62	31	10	5	27	71	72	9	35	30	61
Dnah12	8	10	1	8	3	1	3	5	0	20	8	3
Dnah14	11	7	7	19	17	10	19	10	10	8	14	8
Dnah17	105	118	179	34	34	29	42	46	95	12	35	20
Dnah2	0	0	0	28	0	0	1	1	0	0	0	0
Dnah2os	0	0	0	0	0	0	0	0	0	2	0	0
Dnah3	0	0	0	11	3	0	0	0	0	0	1	0
Dnah5	0	0	10	1	0	0	0	6	12	0	0	0
Dnah6	0	0	0	0	0	1	0	0	0	17	0	0
Dnah7a	0	0	2	4	2	0	0	1	0	3	0	3
Dnah7b	0	0	0	0	1	0	0	0	0	0	0	0
Dnah7c	2	0	3	3	2	0	1	0	1	1	2	0
Dnah8	1039	1353	1594	665	680	627	1202	1331	1248	566	481	493
Dnah9	0	0	0	12	9	1	3	2	0	0	0	0
Dnaic1	1	0	0	1	1	0	3	1	0	0	5	0
Dnaic2	0	0	0	16	6	2	0	0	1	4	9	0
Dnaja1	7159	10393	9262	9271	8600	8373	6824	10005	8206	7909	7021	6562
Dnaja1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja2	10178	8756	8947	7439	7123	6234	9068	8124	9165	6650	7767	7355
Dnaja3	2240	2581	1512	2359	2153	1422	2240	2466	1790	2105	2504	1615
Dnaja4	1668	1400	1416	1823	1626	1460	1858	1565	1848	1552	1360	1352
Dnajb1	7718	8982	6147	8231	6731	5596	7295	7579	6650	6474	7044	6639
Dnajb11	4791	5001	4490	6317	5342	4473	4683	4662	3719	5225	5088	4881
Dnajb12	806	655	890	716	566	460	792	557	736	615	512	468
Dnajb13	272	191	292	540	389	395	322	206	235	407	393	298
Dnajb14	304	183	204	520	359	260	175	142	199	283	178	180
Dnajb2	1323	1243	1303	1519	1222	1031	1167	1072	1112	997	1033	890
Dnajb3	14	23	12	12	14	2	25	23	4	5	21	2
Dnajb4	1682	1400	1701	1211	963	1039	1221	1255	1575	930	1025	1235
Dnajb5	577	441	472	412	223	191	533	668	405	233	376	456
Dnajb6	1937	1577	1843	2434	2128	2207	1899	1782	1867	2212	1808	2108
Dnajb7	16	4	21	11	4	11	13	12	16	8	3	7
Dnajb8	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	4569	2754	3854	2886	2213	2799	3323	2463	3794	2517	2562	3163
Dnajc1	1498	2186	2172	4080	3665	2779	1528	2111	1444	2405	2170	2245
Dnajc10	2208	2133	1480	2209	2105	1739	2478	2298	1604	2076	2142	1978
Dnajc11	2283	2432	2469	2263	2219	1734	2450	2595	1770	2058	2110	1668
Dnajc12	131	84	165	200	96	96	246	149	106	161	107	89
Dnajc13	2528	2040	1416	2336	2866	2751	2512	1766	1890	3029	2156	1937
Dnajc14	3199	2739	1772	5350	4314	3461	2974	2704	2283	4508	4603	3640
Dnajc15	4799	4381	4063	6753	4456	4368	5367	4178	4356	5582	5674	5896
Dnajc16	563	438	324	499	400	464	447	510	274	454	424	447
Dnajc17	458	389	413	552	465	331	426	415	351	390	321	303
Dnajc18	545	648	560	496	453	454	556	568	495	453	454	401
Dnajc19	718	720	744	869	668	523	843	808	657	704	767	798
Dnajc19-ps	1	1	1	6	3	1	5	2	3	3	3	1
Dnajc2	2857	3211	2664	3048	2692	1982	2786	2689	2107	2168	2759	2349
Dnajc21	1734	1643	1463	1920	2095	1426	1494	1398	1251	1579	1795	1834
Dnajc22	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc24	354	464	289	536	390	317	366	545	277	372	436	415
Dnajc25	202	163	207	213	113	163	134	119	98	188	199	220
Dnajc27	805	540	610	123	146	132	561	515	666	321	206	272
Dnajc28	160	115	131	85	42	12	96	165	51	32	37	10
Dnajc3	7151	7202	5582	9446	9042	7000	6735	8087	5515	7036	7364	6109
Dnajc30	423	322	309	418	362	308	462	392	245	354	388	414
Dnajc4	487	310	379	603	534	358	396	341	323	481	347	289
Dnajc5	4568	5029	4161	5780	5599	4744	5047	5284	3993	5140	5054	4519
Dnajc5b	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc5g	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	17	14	4	15	3	2	43	176	3	11	1	2
Dnajc7	8416	7036	6169	6685	6344	4486	8011	6642	5179	5955	5278	4662
Dnajc8	6742	5845	5719	7184	6361	5402	6858	5815	4801	6951	7045	6359
Dnajc9	4844	4342	3398	5193	4352	3827	4434	3287	3155	4715	5227	4746
Dnal1	11	7	41	1	8	14	2	4	10	15	6	9
Dnal4	306	292	247	515	370	309	380	381	205	366	334	272
Dnali1	14	0	0	4	0	2	0	0	0	1	5	0
Dnase1	195	215	210	206	178	120	219	109	189	234	70	179
Dnase1l1	539	262	358	1077	866	616	561	330	270	721	544	532
Dnase1l2	21	16	49	60	30	13	25	15	9	38	32	21
Dnase1l3	0	0	10	10	2	0	0	0	7	2	4	5
Dnase2a	330	217	281	470	251	232	233	172	121	318	300	224
Dnase2b	0	0	0	0	0	0	0	0	0	0	0	0
Dnd1	72	64	102	18	31	27	64	69	34	21	29	7
Dnd1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Dner	0	0	0	0	0	0	0	0	0	0	0	1
Dnhd1	104	50	47	9	25	5	3	25	4	11	6	2
Dnlz	556	589	522	711	660	577	606	581	467	575	627	664
Dnm1	0	1	4	16	11	1	0	0	0	6	0	9
Dnm1l	2251	2252	2075	2719	2703	2148	2269	2782	2102	2861	2183	1910
Dnm2	19321	17361	14264	16960	14975	12257	17549	17355	12310	16470	14556	14405
Dnm3	3	1	1	2	0	2	0	8	0	3	1	0
Dnm3os	0	0	0	0	0	0	0	0	0	0	0	0
Dnmbp	708	632	628	595	442	429	474	432	338	544	432	417
Dnmt1	5611	7398	4951	6178	5938	4922	5050	6117	4157	6281	5738	4916
Dnmt3a	2052	3052	2796	1829	1861	1739	1979	4909	1912	1598	1373	1002
Dnmt3a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3aos	0	0	0	4	0	0	0	0	0	2	0	3
Dnmt3b	497	342	292	559	506	383	387	319	401	388	305	305
Dnmt3bos	1	3	2	2	4	6	3	4	3	5	11	5
Dnmt3c	0	0	0	0	0	0	0	0	1	0	0	0
Dnmt3l	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3l-ps1	1	0	7	0	1	1	0	0	0	2	3	5
Dnpep	2321	1646	1713	2264	1827	1510	2030	1621	1420	2159	2118	1766
Dnph1	1	8	3	6	0	2	16	30	5	3	16	5
Dntt	158	286	62	0	48	0	1893	2574	65	27	328	6
Dnttip1	1315	1368	1115	1439	1215	1047	1395	1643	968	1298	1227	1205
Dnttip2	6582	5348	5347	5590	5002	4541	6554	4583	4956	5631	5527	5945
Doc2a	0	0	9	5	0	0	0	0	0	3	0	0
Doc2b	0	0	0	0	0	0	0	0	0	0	0	0
Doc2g	56	85	84	46	55	19	69	82	65	32	20	27
Dock1	110	0	0	53	10	0	0	4	0	21	49	0
Dock10	17232	17630	17385	23836	25904	23693	15687	12849	14845	20036	14734	14917
